,pl,total,returns,equity_curve
2018-08-09,0.0,200000.0,,
2018-08-10,163.75,200163.75,0.0008187500000000902,1.00081875
2018-08-13,366.25,200530.0,0.0018297518906396082,1.0026500000000003
2018-08-14,301.2500000000001,200831.25,0.0015022689871839745,1.0041562500000003
2018-08-16,-261.875,200569.375,-0.001303955435222326,1.0028468750000004
2018-08-17,-37.5,200531.875,-0.0001869677262543723,1.0026593750000004
2018-08-20,10.0,200541.875,4.986738392576129e-05,1.0027093750000002
2018-08-21,490.0,201031.875,0.0024433799674008494,1.0051593750000003
2018-08-23,-180.0,200851.875,-0.0008953803967653995,1.0042593750000004
2018-08-24,-258.7499999999999,200593.125,-0.001288262805612339,1.0029656250000003
2018-08-27,53.75,200646.875,0.00026795534493029294,1.0032343750000003
2018-08-28,53.75,200700.625,0.0002678835640974597,1.0035031250000004
2018-08-29,187.50000000000006,200888.125,0.0009342272850421107,1.0044406250000004
2018-08-30,952.5,201840.625,0.0047414450207048375,1.0092031250000004
2018-08-31,277.5,202118.125,0.0013748471101890924,1.0105906250000005
2018-09-03,62.50000000000006,202180.625,0.0003092251127898571,1.0109031250000005
2018-09-04,-635.625,201545.0,-0.0031438472405552753,1.0077250000000004
2018-09-05,418.75,201963.75,0.002077699769282404,1.0098187500000004
2018-09-06,662.5,202626.25,0.003280291636494237,1.0131312500000005
2018-09-07,128.75000000000006,202755.0,0.0006354063207505423,1.0137750000000003
2018-09-10,220.0,202975.0,0.0010850533895587766,1.0148750000000002
2018-09-11,280.0,203255.0,0.001379480231555652,1.0162750000000003
2018-09-12,656.875,203911.875,0.0032317778160437793,1.019559375
2018-09-14,142.5000000000001,204054.375,0.0006988312966078603,1.020271875
2018-09-17,279.99999999999994,204334.375,0.0013721832722282112,1.0216718749999998
2018-09-18,-447.5,203886.875,-0.002190037775092857,1.019434375
2018-09-19,75.0,203961.875,0.00036785104485015374,1.019809375
2018-09-21,-442.5,203519.375,-0.0021695231032760054,1.017596875
2018-09-24,-218.125,203301.25,-0.0010717652803325928,1.01650625
2018-09-25,-532.5,202768.75,-0.00261926574479987,1.01384375
2018-09-26,713.75,203482.5,0.003520019726905632,1.0174124999999998
2018-09-27,-269.37500000000006,203213.125,-0.0013238239160615617,1.0160656249999998
2018-09-28,-681.875,202531.25,-0.003355467320331762,1.0126562499999998
2018-10-01,86.25,202617.5,0.00042586020675816627,1.0130874999999997
2018-10-03,638.75,203256.25,0.003152491764038201,1.0162812499999998
2018-10-04,112.5,203368.75,0.0005534885151132762,1.0168437499999998
2018-10-05,-53.75,203315.0,-0.00026429822674334247,1.0165749999999998
2018-10-08,388.125,203703.125,0.0019089835968817415,1.0185156249999998
2018-10-09,494.99999999999994,204198.125,0.0024300069034286498,1.0209906249999998
2018-10-10,-178.125,204020.0,-0.0008723145719383707,1.0200999999999998
2018-10-11,-1185.0,202835.0,-0.005808254092735998,1.0141749999999998
2018-10-12,-629.375,202205.625,-0.003102891512805961,1.011028125
2018-10-15,393.74999999999994,202599.375,0.0019472752056228781,1.0129968749999998
2018-10-16,636.25,203235.625,0.0031404341696512628,1.0161781249999997
2018-10-17,31.25,203266.875,0.00015376241247078148,1.0163343749999998
2018-10-19,7.500000000000057,203274.375,3.689730557421278e-05,1.0163718749999997
2018-10-22,166.24999999999997,203440.625,0.0008178600967287952,1.0172031249999995
2018-10-23,190.0,203630.625,0.0009339334265219268,1.0181531249999995
2018-10-24,-461.25,203169.375,-0.002265130797491799,1.0158468749999996
2018-10-25,416.875,203586.25,0.0020518594399376866,1.0179312499999995
2018-10-26,120.00000000000006,203706.25,0.000589430769514232,1.0185312499999997
2018-10-29,-440.625,203265.625,-0.0021630411438038344,1.0163281249999998
2018-10-30,242.5,203508.125,0.001193020216772922,1.0175406249999996
2018-10-31,85.00000000000006,203593.125,0.00041767374152756886,1.0179656249999998
2018-11-01,633.75,204226.875,0.0031128261330042317,1.0211343749999997
2018-11-02,180.0,204406.875,0.0008813727380394543,1.0220343749999996
2018-11-05,-33.75000000000006,204373.125,-0.0001651118632873816,1.0218656249999996
2018-11-06,690.625,205063.75,0.0033792358951305612,1.0253187499999996
2018-11-09,287.5,205351.25,0.0014020030356414193,1.0267562499999996
2018-11-12,-453.125,204898.125,-0.002206585058527777,1.0244906249999997
2018-11-13,-141.25000000000017,204756.875,-0.0006893669720012818,1.0237843749999997
2018-11-14,438.75,205195.625,0.002142785193415264,1.0259781249999997
2018-11-15,-226.875,204968.75,-0.0011056522282090198,1.0248437499999998
2018-11-16,50.0,205018.75,0.00024393962494273502,1.0250937499999997
2018-11-19,-83.75,204935.0,-0.00040849922263208605,1.0246749999999998
2018-11-20,533.75,205468.75,0.002604484348695868,1.0273437499999998
2018-11-21,375.0,205843.75,0.0018250950570342095,1.0292187499999998
2018-11-22,250.0,206093.75,0.001214513435554787,1.0304687499999998
2018-11-26,-112.5,205981.25,-0.0005458680818801742,1.0299062499999998
2018-11-27,228.75,206210.0,0.0011105379737232912,1.0310499999999998
2018-11-28,481.25,206691.25,0.002333785946365463,1.03345625
2018-11-29,-540.0,206151.25,-0.0026125924537202527,1.03075625
2018-11-30,68.74999999999994,206220.0,0.000333493005742147,1.0311000000000001
2018-12-03,282.49999999999994,206502.5,0.0013698962273300808,1.0325125000000002
2018-12-04,452.5,206955.0,0.0021912567644459813,1.0347750000000002
2018-12-05,741.25,207696.25,0.0035816965040709192,1.0384812500000002
2018-12-06,205.0,207901.25,0.0009870183019673462,1.03950625
2018-12-07,-427.5,207473.75,-0.002056264692973264,1.03736875
2018-12-10,-586.25,206887.5,-0.0028256586676628226,1.0344375
2018-12-11,271.25,207158.75,0.0013110990272491296,1.0357937499999998
2018-12-12,-246.87499999999994,206911.875,-0.0011917189112214954,1.0345593749999997
2018-12-13,563.75,207475.625,0.0027245898767289667,1.0373781249999998
2018-12-14,171.25000000000006,207646.875,0.0008253981642420971,1.0382343749999998
2018-12-17,230.0,207876.875,0.001107649705780478,1.0393843749999998
2018-12-18,-501.875,207375.0,-0.0024142897087519044,1.0368749999999998
2018-12-19,67.5,207442.5,0.00032549728752262475,1.0372124999999999
2018-12-20,975.0,208417.5,0.00470009761741208,1.0420874999999998
2018-12-21,-308.75,208108.75,-0.001481401513788394,1.0405437499999999
2018-12-24,196.25,208305.0,0.0009430165718644634,1.0415249999999998
2018-12-26,-487.5,207817.5,-0.0023403182832865133,1.0390874999999997
2018-12-27,-453.125,207364.375,-0.0021803986670997366,1.0368218749999998
2018-12-28,416.25,207780.625,0.0020073361202954665,1.0389031249999998
2018-12-31,162.5,207943.125,0.000782074844562608,1.0397156249999997
2019-01-01,72.5,208015.625,0.00034865302711972745,1.0400781249999995
2019-01-02,-287.5,207728.125,-0.0013821077142642801,1.0386406249999995
2019-01-03,1056.25,208784.375,0.005084771260511767,1.0439218749999994
2019-01-04,315.0,209099.375,0.0015087335917738365,1.0454968749999995
2019-01-07,215.0,209314.375,0.0010282192378623378,1.0465718749999995
2019-01-08,-460.0,208854.375,-0.0021976512602156495,1.0442718749999995
2019-01-09,-150.0,208704.375,-0.0007182037723653112,1.0435218749999995
2019-01-10,658.75,209363.125,0.0031563784899095726,1.0468156249999996
2019-01-11,215.00000000000006,209578.125,0.0010269239150877407,1.0478906249999995
2019-01-14,297.50000000000006,209875.625,0.001419518377693274,1.0493781249999996
2019-01-15,256.2499999999999,210131.875,0.0012209612240583478,1.0506593749999997
2019-01-16,586.25,210718.125,0.002789914666682547,1.0535906249999998
2019-01-17,-195.625,210522.5,-0.0009283729152392839,1.0526124999999997
2019-01-18,-55.0,210467.5,-0.000261254735242078,1.0523374999999997
2019-01-21,3.749999999999943,210471.25,1.7817477757864353e-05,1.0523562499999997
2019-01-22,258.74999999999994,210730.0,0.0012293840607684459,1.0536499999999998
2019-01-23,12.500000000000057,210742.5,5.931761021216175e-05,1.0537124999999998
2019-01-24,1291.25,212033.75,0.006127145687272462,1.0601687499999999
2019-01-25,-258.75,211775.0,-0.0012203245945515695,1.0588749999999998
2019-01-28,-448.12499999999994,211326.875,-0.002116042970133347,1.0566343749999998
2019-01-29,247.49999999999994,211574.375,0.0011711714376130278,1.0578718749999998
2019-01-30,583.75,212158.125,0.00275907703851197,1.0607906249999999
2019-01-31,-226.25,211931.875,-0.0010664215664613064,1.0596593749999998
2019-02-01,337.49999999999994,212269.375,0.0015924928706454455,1.061346875
2019-02-04,-135.0,212134.375,-0.000635984347718499,1.060671875
2019-02-05,251.25,212385.625,0.0011843907900357387,1.061928125
2019-02-06,405.0,212790.625,0.001906908718516176,1.0639531249999998
2019-02-07,-361.875,212428.75,-0.0017006153349096165,1.0621437499999997
2019-02-08,242.50000000000014,212671.25,0.0011415592286825316,1.0633562499999998
2019-02-11,251.25,212922.5,0.0011814008710626656,1.0646124999999997
2019-02-12,-45.0,212877.5,-0.0002113445032817518,1.0643874999999996
2019-02-13,-101.25,212776.25,-0.00047562565325132145,1.0638812499999997
2019-02-14,905.0,213681.25,0.004253294246890915,1.0684062499999998
2019-02-15,-536.25,213145.0,-0.0025095791043903137,1.0657249999999998
2019-02-18,114.99999999999994,213260.0,0.0005395388116071764,1.0662999999999998
2019-02-19,163.75,213423.75,0.0007678420707117883,1.06711875
2019-02-20,336.25,213760.0,0.001575504132037775,1.0688
2019-02-21,935.0,214695.0,0.0043740643712575356,1.073475
2019-02-22,317.50000000000006,215012.5,0.0014788420782971823,1.0750625
2019-02-25,-51.25,214961.25,-0.00023835823498630226,1.07480625
2019-02-26,211.25,215172.5,0.0009827352604248052,1.0758625
2019-02-27,-184.375,214988.125,-0.000856870650292163,1.074940625
2019-02-28,897.5,215885.625,0.004174649181204693,1.079428125
2019-03-01,155.0,216040.625,0.0007179727691457582,1.080203125
2019-03-05,-684.375,215356.25,-0.0031678069807472564,1.07678125
2019-03-06,436.24999999999994,215792.5,0.002025713207766122,1.0789625
2019-03-07,191.25,215983.75,0.0008862680584358351,1.07991875
2019-03-08,-83.74999999999994,215900.0,-0.0003877606532899369,1.0795
2019-03-11,-85.00000000000011,215815.0,-0.0003937007874015297,1.079075
2019-03-12,-716.25,215098.75,-0.0033188147255751588,1.07549375
2019-03-13,-220.62499999999994,214878.125,-0.0010256916881199452,1.074390625
2019-03-14,746.875,215625.0,0.003475807507162587,1.078125
2019-03-15,-661.25,214963.75,-0.003066666666666662,1.07481875
2019-03-18,237.49999999999997,215201.25,0.0011048374435225217,1.07600625
2019-03-19,755.0,215956.25,0.0035083439338758904,1.0797812500000001
2019-03-20,482.49999999999994,216438.75,0.0022342488351227985,1.08219375
2019-03-22,-369.375,216069.375,-0.0017066029072889677,1.080346875
2019-03-25,258.75,216328.125,0.0011975320426598213,1.081640625
2019-03-26,-545.625,215782.5,-0.002522210184181972,1.0789125
2019-03-27,-72.49999999999994,215710.0,-0.0003359864678553759,1.07855
2019-03-28,-161.25,215548.75,-0.0007475314079087303,1.07774375
2019-03-29,88.75,215637.5,0.0004117398036407316,1.0781875
2019-04-01,66.25,215703.75,0.0003072285664598162,1.07851875
2019-04-02,269.99999999999994,215973.75,0.0012517167643122384,1.0798687500000002
2019-04-03,-201.87499999999994,215771.875,-0.0009347200759352026,1.0788593750000002
2019-04-04,815.625,216587.5,0.003780033889958956,1.0829375
2019-04-05,238.75,216826.25,0.0011023258498297217,1.08413125
2019-04-08,-458.75,216367.5,-0.002115749361527919,1.0818375
2019-04-09,-191.25000000000006,216176.25,-0.0008839127872716235,1.08088125
2019-04-10,385.0,216561.25,0.0017809541982525268,1.08280625
2019-04-11,1137.5,217698.75,0.005252555570306239,1.0884937499999998
2019-04-12,263.7499999999999,217962.5,0.001211536584385442,1.0898124999999996
2019-04-15,316.24999999999994,218278.75,0.0014509376612950042,1.0913937499999997
2019-04-16,-358.75,217920.0,-0.0016435406561563504,1.0895999999999997
2019-04-18,-268.75,217651.25,-0.0012332507342144305,1.0882562499999997
2019-04-22,170.00000000000006,217821.25,0.0007810660402822744,1.0891062499999997
2019-04-23,-346.25000000000006,217475.0,-0.001589606156424117,1.0873749999999998
2019-04-24,118.75000000000006,217593.75,0.0005460397746868129,1.08796875
2019-04-25,-89.375,217504.375,-0.00041074249605055346,1.087521875
2019-04-26,193.74999999999994,217698.125,0.0008907866795782038,1.088490625
2019-04-30,673.75,218371.875,0.0030948819609724065,1.091859375
2019-05-02,-605.0,217766.875,-0.0027705032985589906,1.088834375
2019-05-03,146.25,217913.125,0.0006715897447671093,1.0895656249999999
2019-05-06,76.24999999999994,217989.375,0.00034991008458074013,1.0899468749999999
2019-05-07,-525.0,217464.375,-0.002408374261360202,1.087321875
2019-05-08,323.75,217788.125,0.0014887495940427709,1.088940625
2019-05-09,1070.0,218858.125,0.004913031874442142,1.094290625
2019-05-10,94.99999999999994,218953.125,0.00043407115911286986,1.094765625
2019-05-13,125.0,219078.125,0.0005708984514378734,1.0953906249999998
2019-05-14,-631.25,218446.875,-0.00288139219741812,1.0922343749999999
2019-05-15,105.0,218551.875,0.0004806660658340789,1.0927593749999998
2019-05-16,216.875,218768.75,0.0009923273364733642,1.0938437499999998
2019-05-20,1.2500000000000568,218770.0,5.7137959603714705e-06,1.0938499999999998
2019-05-21,-675.0,218095.0,-0.0030854321890569913,1.0904749999999999
2019-05-23,172.5,218267.5,0.0007909397281000707,1.0913374999999998
2019-05-24,-515.0,217752.5,-0.0023594900752517134,1.0887624999999999
2019-05-27,217.5,217970.0,0.0009988404266312312,1.08985
2019-05-28,423.75,218393.75,0.0019440748726888835,1.09196875
2019-05-29,416.25,218810.0,0.0019059611367082674,1.0940499999999997
2019-05-30,-576.25,218233.75,-0.002633563365476932,1.0911687499999998
2019-05-31,-233.75,218000.0,-0.0010710992227370708,1.0899999999999999
2019-06-03,95.00000000000006,218095.0,0.0004357798165137705,1.0904749999999999
2019-06-04,665.0,218760.0,0.0030491299662991356,1.0937999999999999
2019-06-06,-464.375,218295.625,-0.0021227601023953158,1.0914781249999999
2019-06-07,155.0,218450.625,0.0007100462961637799,1.0922531249999998
2019-06-10,-384.375,218066.25,-0.0017595509282704036,1.0903312499999998
2019-06-11,385.0,218451.25,0.001765518506417152,1.0922562499999997
2019-06-12,532.5000000000001,218983.75,0.002437614799640553,1.0949187499999995
2019-06-13,-272.5,218711.25,-0.0012443845719145585,1.0935562499999996
2019-06-14,-207.5,218503.75,-0.0009487394909954983,1.0925187499999995
2019-06-17,326.24999999999994,218830.0,0.001493109385994451,1.0941499999999995
2019-06-18,378.75,219208.75,0.0017307955947538645,1.0960437499999995
2019-06-19,-235.625,218973.125,-0.001074888662062956,1.0948656249999995
2019-06-20,-500.0,218473.125,-0.0022833852327768245,1.0923656249999996
2019-06-21,256.24999999999994,218729.375,0.0011729131443511953,1.0936468749999995
2019-06-24,331.24999999999994,219060.625,0.0015144285032588911,1.0953031249999994
2019-06-25,-630.0,218430.625,-0.002875916198997408,1.0921531249999994
2019-06-26,-578.75,217851.875,-0.002649582676421902,1.0892593749999993
2019-06-27,816.875,218668.75,0.0037496808324464226,1.0933437499999994
2019-06-28,431.25,219100.0,0.001972161088404256,1.0954999999999995
2019-07-01,403.75,219503.75,0.001842765860337714,1.0975187499999994
2019-07-02,393.75,219897.5,0.0017938190122037678,1.0994874999999995
2019-07-03,612.5,220510.0,0.0027853886469833,1.1025499999999995
2019-07-04,1071.25,221581.25,0.004858056323976179,1.1079062499999994
2019-07-05,663.75,222245.0,0.0029955151891236653,1.1112249999999995
2019-07-08,-530.625,221714.375,-0.0023875677743031565,1.1085718749999995
2019-07-09,350.0,222064.375,0.0015786076117076941,1.1103218749999997
2019-07-10,-434.375,221630.0,-0.0019560769258913924,1.1081499999999997
2019-07-11,975.0,222605.0,0.004399223931778273,1.113025
2019-07-12,182.5,222787.5,0.0008198378293389208,1.1139374999999998
2019-07-15,-496.875,222290.625,-0.0022302642652751725,1.111453125
2019-07-16,237.5,222528.125,0.0010684211266218657,1.1126406249999998
2019-07-17,257.5,222785.625,0.001157157100928341,1.113928125
2019-07-18,-207.5,222578.125,-0.0009313886387418702,1.112890625
2019-07-19,-243.125,222335.0,-0.0010923130923130575,1.111675
2019-07-22,321.24999999999994,222656.25,0.0014448917174534337,1.11328125
2019-07-23,447.50000000000006,223103.75,0.002009824561403528,1.1155187500000001
2019-07-24,-53.75,223050.0,-0.00024091930323899557,1.11525
2019-07-25,792.5,223842.5,0.003553015019053918,1.1192125
2019-07-26,243.7499999999999,224086.25,0.001088935300490368,1.12043125
2019-07-29,220.00000000000006,224306.25,0.0009817648338530383,1.12153125
2019-07-30,-305.625,224000.625,-0.0013625344813174012,1.120003125
2019-07-31,-224.375,223776.25,-0.0010016713123010001,1.11888125
2019-08-01,-86.875,223689.375,-0.0003882226107552178,1.118446875
2019-08-02,160.0,223849.375,0.0007152776031493779,1.119246875
2019-08-05,-244.37499999999994,223605.0,-0.0010916939124802072,1.118025
2019-08-06,487.49999999999994,224092.5,0.002180183806265612,1.1204625000000001
2019-08-07,572.5,224665.0,0.0025547485971195716,1.1233250000000001
2019-08-08,-386.875,224278.125,-0.0017220083235038874,1.121390625
2019-08-09,329.99999999999994,224608.125,0.0014713873678049438,1.123040625
2019-08-13,-213.75,224394.375,-0.0009516574700937364,1.121971875
2019-08-14,893.75,225288.125,0.003982942977068804,1.126440625
2019-08-16,-496.25,224791.875,-0.0022027348312300132,1.123959375
2019-08-19,243.75,225035.625,0.0010843363444519305,1.1251781250000001
2019-08-20,431.25,225466.875,0.0019163632424865629,1.127334375
2019-08-21,532.5,225999.375,0.0023617660022121623,1.129996875
2019-08-22,-11.25,225988.125,-4.977889872481711e-05,1.129940625
2019-08-23,12.5,226000.625,5.531264087443866e-05,1.130003125
2019-08-26,-1460.625,224540.0,-0.006462924604743958,1.1227
2019-08-27,378.75000000000006,224918.75,0.0016867818651464805,1.12459375
2019-08-28,571.25,225490.0,0.0025398060410704026,1.12745
2019-08-29,-246.24999999999994,225243.75,-0.0010920661670140719,1.12621875
2019-08-30,476.25,225720.0,0.0021143760925663724,1.1286
2019-09-03,338.7499999999999,226058.75,0.0015007531454900302,1.13029375
2019-09-04,-196.25,225862.5,-0.0008681371546113148,1.1293125000000002
2019-09-05,-499.375,225363.125,-0.0022109690630361944,1.126815625
2019-09-06,461.25,225824.375,0.002046696858680752,1.129121875
2019-09-09,-381.25,225443.125,-0.0016882588515965136,1.127215625
2019-09-11,286.25000000000006,225729.375,0.0012697215761181546,1.128646875
2019-09-12,840.0,226569.375,0.0037212702157174427,1.132846875
2019-09-13,143.75,226713.125,0.0006344635059349901,1.1335656250000001
2019-09-16,322.49999999999994,227035.625,0.0014225025569207794,1.1351781250000001
2019-09-17,-422.5,226613.125,-0.0018609414271438807,1.1330656250000002
2019-09-18,-266.875,226346.25,-0.0011776678866239898,1.13173125
2019-09-19,988.75,227335.0,0.004368307405137051,1.136675
2019-09-20,-285.625,227049.375,-0.0012564057448258836,1.1352468750000002
2019-09-23,-175.0,226874.375,-0.0007707574618956992,1.1343718750000003
2019-09-24,190.0,227064.375,0.0008374678718123807,1.1353218750000003
2019-09-25,416.25,227480.625,0.0018331805682860747,1.1374031250000003
2019-09-26,-12.5,227468.125,-5.4949734730191935e-05,1.1373406250000002
2019-09-27,208.75,227676.875,0.0009177109979694453,1.1383843750000002
2019-09-30,-464.375,227212.5,-0.0020396230403285642,1.1360625000000002
2019-10-01,-471.875,226740.625,-0.0020768003520933442,1.1337031250000003
2019-10-03,-298.75,226441.875,-0.0013175847954022268,1.1322093750000002
2019-10-04,-363.75,226078.125,-0.0016063724962531722,1.1303906250000002
2019-10-07,607.5,226685.625,0.002687124196558255,1.1334281250000002
2019-10-09,-456.24999999999994,226229.375,-0.0020126993054808695,1.1311468750000002
2019-10-10,43.75000000000006,226273.125,0.0001933877950199836,1.1313656250000002
2019-10-11,-727.5,225545.625,-0.00321514099387632,1.1277281250000002
2019-10-14,407.50000000000006,225953.125,0.0018067297913670899,1.1297656250000003
2019-10-15,448.7500000000001,226401.875,0.0019860313947859254,1.1320093750000002
2019-10-16,690.0,227091.875,0.003047677939946425,1.1354593750000002
2019-10-17,405.0,227496.875,0.0017834191557932755,1.1374843750000003
2019-10-18,-53.75,227443.125,-0.00023626698168932592,1.1372156250000003
2019-10-22,473.75,227916.875,0.0020829383169969073,1.1395843750000003
2019-10-23,403.7499999999999,228320.625,0.001771479185119551,1.1416031250000003
2019-10-24,-350.0,227970.625,-0.0015329320336259222,1.1398531250000004
2019-10-25,413.75,228384.375,0.001814926813487494,1.1419218750000004
2019-10-29,-598.125,227786.25,-0.002618940109190948,1.1389312500000004
2019-10-30,498.75000000000006,228285.0,0.002189552705661457,1.1414250000000004
2019-10-31,976.875,229261.875,0.004279190485577233,1.1463093750000004
2019-11-01,345.0,229606.875,0.0015048293572579308,1.1480343750000004
2019-11-04,212.49999999999994,229819.375,0.0009254949356372055,1.1490968750000004
2019-11-05,498.75,230318.125,0.0021701825618487547,1.1515906250000003
2019-11-06,-305.0,230013.125,-0.0013242553099109822,1.1500656250000003
2019-11-07,776.25,230789.375,0.0033748074158812535,1.1539468750000004
2019-11-08,-574.375,230215.0,-0.002488741086975943,1.1510750000000003
2019-11-11,-81.24999999999994,230133.75,-0.0003529309558456539,1.1506687500000004
2019-11-13,211.25000000000006,230345.0,0.0009179444562130712,1.1517250000000006
2019-11-14,-200.0,230145.0,-0.0008682628231565515,1.1507250000000007
2019-11-15,166.25,230311.25,0.0007223706793542117,1.1515562500000005
2019-11-18,426.25,230737.5,0.0018507563134670946,1.1536875000000004
2019-11-19,230.0,230967.5,0.0009968037271792518,1.1548375000000006
2019-11-20,532.5,231500.0,0.0023055191747756165,1.1575000000000006
2019-11-21,940.0,232440.0,0.004060475161987043,1.1622000000000006
2019-11-22,387.5,232827.5,0.0016670968852177115,1.1641375000000005
2019-11-25,-581.25,232246.25,-0.002496483448046316,1.1612312500000004
2019-11-26,-459.375,231786.875,-0.0019779651985769586,1.1589343750000003
2019-11-27,502.50000000000006,232289.375,0.002167939836973165,1.1614468750000004
2019-11-28,-85.0,232204.375,-0.0003659228925128044,1.1610218750000005
2019-11-29,260.0,232464.375,0.0011197032786312011,1.1623218750000006
2019-12-02,258.75000000000006,232723.125,0.0011130737774336374,1.1636156250000007
2019-12-03,202.5,232925.625,0.0008701326952360589,1.1646281250000008
2019-12-04,-104.375,232821.25,-0.00044810441101106324,1.1641062500000008
2019-12-05,-385.625,232435.625,-0.0016563135882141644,1.1621781250000007
2019-12-06,-408.75,232026.875,-0.0017585514268735336,1.1601343750000008
2019-12-09,407.5,232434.375,0.0017562620709346,1.1621718750000007
2019-12-10,137.5,232571.875,0.0005915648234045001,1.1628593750000007
2019-12-11,346.24999999999994,232918.125,0.0014887870685138527,1.1645906250000009
2019-12-12,523.125,233441.25,0.0022459608929104036,1.1672062500000009
2019-12-13,-744.375,232696.875,-0.0031887037959229536,1.1634843750000008
2019-12-16,328.7500000000001,233025.625,0.0014127821871265933,1.165128125000001
2019-12-17,324.99999999999994,233350.625,0.0013946963987330196,1.166753125000001
2019-12-18,471.25,233821.875,0.0020194931982719933,1.169109375000001
2019-12-19,741.25,234563.125,0.003170148216457447,1.172815625000001
2019-12-20,381.25000000000006,234944.375,0.00162536204273378,1.174721875000001
2019-12-23,460.0,235404.375,0.0019579102500326684,1.1770218750000012
2019-12-24,621.25,236025.625,0.0026390758455530072,1.1801281250000013
2019-12-26,-260.00000000000006,235765.625,-0.001101575305647473,1.1788281250000012
2019-12-27,-515.625,235250.0,-0.002187023659619536,1.1762500000000014
2019-12-30,111.25,235361.25,0.00047290116896925305,1.1768062500000014
2019-12-31,23.749999999999943,235385.0,0.0001009087094838712,1.1769250000000013
2020-01-01,-92.5,235292.5,-0.00039297321409603736,1.1764625000000013
2020-01-02,-103.125,235189.375,-0.0004382842632043582,1.1759468750000013
2020-01-03,-80.00000000000003,235109.375,-0.0003401514205307876,1.1755468750000013
2020-01-06,-305.0,234804.375,-0.00129726855851664,1.1740218750000013
2020-01-07,-380.0,234424.375,-0.0016183684822738131,1.1721218750000013
2020-01-08,66.24999999999994,234490.625,0.0002826071307644451,1.1724531250000012
2020-01-09,-355.0,234135.625,-0.0015139197995654996,1.1706781250000013
2020-01-10,11.250000000000057,234146.875,4.8049074121037094e-05,1.1707343750000014
